,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Yes i completely agree with statement that in next twenty years we will definitely have a fewer cars than there today . .
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",I agree with that statement because i have strong supported reasons for this statement to prove . .
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",the main reasons for this is nowadays every country and every place on the earth is polluted with harmful gases produced by the cars and other vehicles . .
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",and this gases can cause lot of damage to to the world . .
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",so this can damage the environment .
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",so reductions of cars are necessary to reduce the pollution and if we want to live in this homely planet we have to reduce the cars so by reducing the pollution . .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",and the other thing is that all countries are reducing the production of harmful cars in this world .
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Another reason is that the will be less cars than now is .
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Every country is developed so another modes of transportation may be changed to this entire planet cars may replace planes or helicopter and etc . .
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",so in this fast developing era cars may change the common modes of transportation to other modes of transportation and this developing every thing is uncertain .
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",to change the mode of transportation
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",another reason is that there will be a lesser cars as now is that people want to live a life better life than usual than before so they dont to change the modes of transportation as now that means they dont to change climatic conditions now .
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",so they strongly feel that cars can damage the world conditions a lot .
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",if we use cars which can cause pollution so they tend to change the habits of the people
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",so i strongly feel that in next decade or two there will be a fewer cars in use than there are now
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",In modern day cars are very important transport mode in peoples life .
16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",The car had become integral part of human life .
17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","so , i disagree in the statement `` in twenty years there will be fewer cars in use than there are today '' ."
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Cars nowadays are very important then we think .
