,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","yes , I agree with this statement , it is more important to understand what you are studying in spite of understand few facts , but it is also true that usually fact improve your knowledge of ideas and concepts ."
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I mean , if you want to understand an ideas you probably need an example , this example is the fact ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I show you a situation in which facts are extremely repeated to the knowledge of a concept : we are in a history classroom , the teacher of an elementary school told his student that the second world war was a very horror event ."
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The children understand the core of the statement , but they do n't know why it is so , or if they really do understand the thing ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So the teacher shows some event that occurred during the war , like hitler 's policy , like holocaust , ecc . ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","now children has thrown opinion and can actually say that war is bad , because Thay understood the concept , that is sustained by an example , that means , by facts ."
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","IT can be also stated that learn facts over facts can not really help you , because if you do n't pay attention to what you are saying you 'll never be able to have a true opinion on some topic ."
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","You have to improve your knowledge by add ideas and concept , with an array of clear facts ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Intact it can be inferred that facts are the basis of knowledge because they prepare your mind to a concept , only in this way you can add information ."
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","More over is true that understand ideas and concept is more useful for you than learn just facts , indeed facts can be learned with a mnemonic process , viceversa an idea have to grown up in you , it have to suggest you something ."
