,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I surely agree ! ..
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I am not happy to know this thing , but it is the truth ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Advertising is made to convince people that a product is better then all the others .
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nowadays the answer is fewer than purpose , so companies needs to advertise their products to sell them ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In this century , or better in the last fifty years the diffusion of mass media all over the world and the born and capillary diffusion of television are the best `` friends '' of advertising 's lies ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are a lot of psilology studies about human behavior to construct a perfect advertise .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are also some ways to test if an advertise has been remembered by the public or not .
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Somebody makes a lot of research about behavior in the super markets or into the commercial centers , too ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nowadays Yoo can assert that advertisements do not sell a product but they sell a dream .
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They imply . ..
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",fulfill that dream is easy : `` you only need to buy that product or service ! ''
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","However in the real life is different because what television spot suggest you , it does not occur ."
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",For example the washing products never function on their own and at the first time you use them . .
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","when you wash something , usually you need to wash it more and more to clean if not it rest with rubbish on !"
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",As I have already wrote i am not happy about this thing but i hope that people will change this way to sell . .
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",i do not know how people can change this thing but I am sure that is occur in few years .
16,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","It 's 21th centry now , and if you visit to a developed country , you can see cars everywhere ."
