,label,sent
0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I actually think that it is true : a product looks usually better in the advertisement than in real .
1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But I also think that it is normal and I 'm going to explain why .
2,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","First , advertising exists for two reasons : it informs you of every new product that comes out on the market and it encourages people to buy it ."
3,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","When you look at an advertisement in the street or on TV , the advertiser wants you to need this object and to think about buying it , to desire it ."
4,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Obviously , you will see the product ( materiel or not ) in its best aspect , sometimes presented with others products that improve the image of the product ."
5,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","That is the case for all the food product : for example , meat will often be presented with some beautiful vegetables or a charming sauce ."
6,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",And you will never see a perfume presented by a normal man or woman but by one or several top models .
7,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In this situation , it is not the product itself that is more beautiful but the context and you have the impression that the product is better than in your hands ."
8,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Besides , advertising is a kind of art , and sometimes helps research for the cinema ."
9,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","You can test new techniques , try to film some places ( the film `` The Lord of the Rings '' was filmed in New Zealand after the landscape was tested or remarked in an advertisement ) ."
10,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",That explains also why such money is put in advertisement and why they are often so developed and beautiful .
11,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But the product seems better to a certain extent and they can not be physical differences between the product on TV and in the supermarket : the consumer is protected by a law that forbids to make false advertisement .
12,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",So I will conclude saying that advertising enhance the image of the products and it is better like that .
13,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It only concerns us to be aware of that and not to be foul .
14,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I strongly disagree with this statement as the need for personal transportation will be even more in next twenty years than what it today is .
15,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Rise in the living standards of the people and faster life style would be the possible reasons behind this prediction .
16,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",people are becoming more and more independent and solitary in their life style so the need for personal cars is going to be more .
