,label,sent
0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","When students study things which are new to them , students always at first to learn the facts , but what is more important for the students is to understand the ideas and concepts behind all the facts ."
1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","First of all , if the students just only learn the facts , it is very easy for them to forget the facts after not long period of time ."
2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But if the the students can understand the ideas and concepts which lies down the facts , they will be easy to memorize most of the facts which they have learned ."
3,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Or the students can also get some useful results themselves from the ideas and concepts which they totally understand , even if they maybe forget some parts of the facts ."
4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Secondly , it is easier for the students to make applications to other areas when they grasp the deep ideas and concepts in one area ."
5,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example , the students learn the fact that air will flow from area with higher pressure to area with lower pressure , at the same time if they also understand that the ideas and concepts of this fact is the theory of air equilisation ."
6,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",So they can easily make application to the car or train braking systems which are controlled by the high pressure air .
7,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Last but not least , if the students can understand the ideas and concepts lying down the facts and they can sometimes also connect this ideas and concepts with other existing ideas and concepts , they will maybe make lots of spark on developing new ideas and concepts which is very useful for all the people ."
8,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","And actually , this is true for how our modern science and arts develop ."
9,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","People always develop new ideas from old ideas and then applicate them into realities , then the process will make people understand our world more and more and make our life more and more splendid ."
10,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Above to all the above , we can see that it is more important for students to understand ideas and concepts than it is for them to learn only the facts ."
