,label,sent
0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Is a person only successful if he or she is willing to take risks ?
1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The definition of success is of course a rather difficult one to begin with and must be considered as highly objective .
2,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Success can be related to the business world , the world of sports , the home or even to a very private level ."
3,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I would like to keep my essay as open as possible and not focus on one specific area .
4,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If a person sticks to a ` business as usual ' policy all the time , I think that apart from not reaching higher goals , this person will also remain in a state of boredom ."
5,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Continuity is a safe strategy in times of instability and must always be considered .
6,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","However , it should not become the main strategy ."
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If a person takes risks , he or she is exposed to several unpleasant possibilities ."
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There is of course always a danger of failure involved in all new and unusual approaches .
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",People who strive for higher things and thus take risks are often made fun of .
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Being creative and reaching for the stars has something frightening to other , less adventurous beings ."
11,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Another negative effect can be loneliness .
12,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",People who have visions and try to live them are often abandoned by friends who can not deal with the high reaching ambitions and maybe sometimes with the lack of scruple that can be detected in the person who stives for success .
13,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Being a pioneer has advantages as well , of course ."
14,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Reaching ones goals and being successful is rewarded with utter satisfaction and depending on what risk has been taken it can lead to world wide fame .
15,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Personally , I agree with the statement ."
16,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I see the negative sides of taking risks but I am convinced that we were born to live our dreams even if they may seem ridiculous or even stupid to others around us .
17,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It is not always the easiest thing to aim for something extraordinary and it can lead to countless difficulties .
18,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It is good to have a mixture of both worlds : being willing to take risks and knowing when to apply well - known procedures but I hold it with the old saying : no risk  -  no fun !
19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",People have their own way to enjoy their life .
20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","Old , young , men , women they all spend their time differently as the way they want ."
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","However , some people say that young people enjoy life more than older people do ."
22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Some people would disagree with this statement because younger people do n't really know about the life than older people because they did n't experience their life as long as older people did .
23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","However , as for me , I think young people enjoy life more than older people do because younger people have more contact with their friends , and activities to enjoy ."
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","First , young people has many organization to keep contact with their friends and also make new relations with others such as facilities like schools , or mediums like blogs ."
25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",They meet others through these organization and keep contact with them .
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","With many friends , they can fully enjoy their life rather than being alone ."
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","Old people however , seems to have difficulty in keeping in touch with their old friends so they spend most of their time alone , or with their family ."
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","For example , when travelling alone , I enjoy it for the first day , but as time goes by I find it routine to take picture of only land scapes , and eating alone ."
