,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",In this essay I will argue my opinion in favour about the statement that says that in twenty years there will be fewer cars in use than there are today .
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nowadays cars become a necessary object that anyone `` must '' to have for different reasons : for example today the majority of mothers has a job and so they use the car to move fastly from a site to another to assist their sons .
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Beside , the car , in the last years , becomes a status symbol and so anyone would have one of these ."
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I think that the presence of car will decrease in the next year for different reasons : the city are too trafficated , there are not possibility for parking , and having a car is becoming too expensive ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Often , people think that to travel in the city is very fast and comfortable to use the car but , nowadays , it is impossible turn in big city , because there is too much traffic and so , I think that people , by the time , will prefer to use public transport ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Another reasons is that todays is impossible find a parking to left our car because there are too car and few parking .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Beside , if someone would have a close box , this become very expensive and very scarce ."
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","At the end , having a car is very expensive for cost of soil , for the manutention , for the accessories ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I think that if public transport became better , pool [ pol"
9,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In recent years , the education systems are different ."
10,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Some people prefer the students should have broad knowledge of many academic subjects , however other prefer to have specialize in one specific subject ."
11,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For me , i would agree with first opinion ."
12,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The reasons are as follows .
13,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",First and foremost reason is that in this society we need comprehensive person .
14,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nowadays , the competition is very drastic , every body has ambition to be the first , if i just have specialize in one specific subject , i could not allow to have various job opportunities , and also i will lose some good chance ."
15,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","for example , if i specialize in history , i just can find some job rely on history , but there are not have many job in history , but if i study broad subjects i can afford many different jobs , even it not interested , but i can get job and money ."
16,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I can service .
17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Second factor is that it can improve my organization skills .
18,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","for example , if i study broad knowledge of many academic subjects i will organize the time , and my work ethic ."
19,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Also it enlarge my view , also in different classes , i will meet different people , it also can improve my communication skills and interpersonal skills ."
20,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This lies in fact is that it pave my way for future .
21,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If i have abroad knowledge of many academic subjects , i can have good job opportunity and also if i meet different people , i can easy to talk with them and easy to find interest objects to talk , because i have large knowledge ."
22,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Also it improve my local communication .
23,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In brief , even specialize in one specific subject , you might save time and save money , but you will loss more ."
24,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","According to what i have discuss about , if you want to give them good impression and if you want to survive in this society , you should have broad knowledge if many academic subjects than specialize in one specific subject ."
25,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Weighing the pros and cons of these argumentation , i agree that it is better to Habe broad knowledge of many academic subject ."
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Nowadays many people succeeds on some business , and also many people wants to succeed ."
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","People usually use own idea or knowledges that they already known , however I think try new things is very important to succeed even though there are some risks or problems ."
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","First , people need new thing to live ."
29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",I mean we need to develop many thing to be useful that I think many people hope .
30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Therefor we ca n't make success if we do same thing or do n't try .
31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Also if I made new thing , nobody would knowes about the new thing , and people wants to try new thing even though they do n't know the new things ."
32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Yet it may be able to succeed even if the new thing is not useful or necessary .
33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","When we think about success , we need to think deferent idea from anybody else ."
34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If the idea is same as someone it 's not going to make it , also we ca n't even initiate a business or something with the idea because the someone has already short something with the idea ."
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","For example , I wanted to sell `` washed '' that is king of toilet and it useful and commoning japan , in the USA ."
36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","However a company , toto , has already started the business in the US so I ca n't do it any more even though it is a new idea nad it may be going to make big many ."
37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Imagine new idea also helped us at different enviroment , and the idea may help you to succeed even if it is not what you want to do ."
38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Today , if we want to succeed , we need to try new thing and not only doing same as before or doing what they already know ."
39,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",In the following essay I am going to write about the difference between the general and specific academic knowledge .
40,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I am writing about this topic because people are conflicting a lot upon it .
41,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",To reach my opinion in this subject IAM going to first clearly the points that support my opinion .
42,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",then i will include a personal example from my own experience .
43,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Then i will demonstrate a more general example to support my opinion .
44,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",At the end of my essay i will restate my opinion and summerize my findings .
45,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I believe it is better to have broad knowledge of many academic subjects than to specialize in one specific subject .
46,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ell having a broad knowledge is much better than having specific knowledge because a broad knowledge is much more common than a specific one .
47,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",to \ his is specially the case in during the last stages of studies in school .
48,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",where some schools make the students choose the field of specialization in such an early stages which they are not yet ready to make the mission in their life at that time .
49,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",for that they specify the courses that they take under a specific field and prevent them from taking subjects from other fields .
50,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",this effects student clot in their future so it is much better for them to have general knowledge than specific one .
51,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","however , i have suffered this problem by my self where IAM know a twelfth great student specialized in the field of medicine and from the last year i did n't take any physics or computer since courses ."
52,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",you may think that it is easier that way but trust me it is not where know i have changed my mind from medine to graphic deigning and i am having huge problem in my application for collage and this is stooping my way of development and i truly hope to have a solution for that problem soon .
53,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",this is not the case for me only but there are many other people in the world that are having the same problems .
54,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A graduate friend of my mother had actually studied in the collage a very specified field that could n't counter for her any good related job but she is setting home with no job to do .
55,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",By that we can see clearly the effect of very specified knowledge can harm a person 's future .
56,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",i have reached the end of my essay where i can say again that i am totally against specific field subject studies specially in last stage if school .
57,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Noting that having a more a broad knowledge is more useful and let us always put in mind that a good leader have enough knowledge about every thing in life .
58,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Also a broad knowledge would affect the future of a person more effectively to make a person choose his future correctly and more effectively ,"
59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",My personal opinion towards this matter is that a person with a specialised academic subject tends to be more successful than someone who has a good general overview of most subjects .
60,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",By this I do not mean that a person with a specialised subject is more knowledgable than a well rounded person .
