,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In my opinion , is better to have broad knowledge of many academic subjects instead of a specialization in one of them ."
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I say this because I think that is the best solution in order to find a work in today 's society , where companies are continuously on change and require a huge flexibility and adaptability for the new works ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","According to this , school must provide to give a basial instruction , teaching many different subjects ."
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In this way , each student will have a quite complete background in the field he choose ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I think that also specialization is important for work , of course , because it implies that a person is really good on doing something specific ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But I also think that an high level of specialization could be reached only with years and years of study and work , and school ca n't give this opportunity to everybody ."
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","An example : I study design , but lots of kind of designs ."
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Interior design , virtual design , graphic design and much more ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But what I really like to do is Web design .
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So , school gives me first the opportunity to learn about different times of design and , second , to understand which is the best for me ."
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","After the school I can specialize myself in Web design by work , because I have a basial preparation that school gave me , and , in the same time , the other students in my class could choose another specialization , according to their preferences ."
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","This model of teaching subjects gives lots of advantages , because it is n't neither rigid nor boring ."
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","It gives anyone the possibility to choose , without create limits ."
