,label,sent
0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I totally disagree with the statement saying that in twenty years there will be fewer cars than today .
1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I think that there will be even more cars in the future , e.g. because of the economical progress and growing wealth in some strongly populated countries like China or India ."
2,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The more money the people in these countries earn , the more comfort they will like to have ."
3,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",And cars are one of the most significant symbols of comfort and status in our life .
4,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So the new rich and middle class people of China and India will try to achieve this certain level of comfort and status by buying huge amounts of cars , meanwhile the demand for cars in relatively wealthy and developed regions like Europe or Northern America will stagnate at it 's current level ."
5,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",As a conclusion one can say that it will be the developing countries that will rise the demand and the number of cars in the world by their growing wealth and the wishes of their inhabitants for more comfort .
6,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Another argument to prove my thesis is the globalization and enlarging infrastructure worldwide .
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It 's quite common to say that our world becomes smaller nowadays .
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The reason for such thoughts is the rapidly growing infrastructure , which makes it easier for many people to travel around or to send goods to foreign countries ."
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In our globalized world , you need to get from one place to another in a short time , e.g. to lead a succesful business ."
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","And for moving around , you need streets and cars ."
11,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Therefore , the more our world becomes globalized and connected , the more streets and cars will be built ."
12,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","One aspect , that can influence the production and use of cars in a negative way , could be the growing price for natural gas and petrol ."
13,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But I 'm sure that scientists will be successful in their aims to create cars which do not depend anymore on gas or petrol supplies .
14,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In my opinion , in twenty years there will be much more cars that are propelled with alternative or natural resources such as electricity or ethanol made out of plants ."
15,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",That 's why I personally do n't expect the high prices for oil and gas to have some serious effects on the number of cars .
16,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nowadays , the people are not as the same as the people in the past ."
17,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",In the past they were wise enough and give enough time for everything .
18,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The time now is very important , and we must be carefull of it , because it is in our hands and also everything now rely on the time ."
19,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But the young people , they want everything to to be done as quickly as possible ."
20,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example , they do not like to wait much ."
21,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","They must do everything carefully and wisly and like this they will not waste time , and they can help their communities in everything , they can do all their works in a good way ."
