,label,sent
0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",In my opinion it is better and gives you more advantages having broad knowledge of several academic subjects than specializing in only one subject .
1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This can also be seen in daily life : It 's always good to have common knowledge .
2,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",To have a wide information pool can connects the single knowledge of each subject .
3,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This gives a good way how to manage problems and solutions in a certain subject .
4,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example in my study electrical engineering and information technology , if you have knowledge in a subject image processing you gain more advantages in mastering the other subject computer vision since the two subject share parallel and almost same information ."
5,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",That means by a broad knowledge the single information of each subject completes each other .
6,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","That way you , the knowledge holder , have different aspects and views how to solve a problem as an engineer ."
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nowadays it is really essential to have an interdiscipline knowledge as a researcher .
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The classical thought of having one product in only a specialised subject region is not up to date .
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",As a researcher or engineer you might have to provide a solid interdiscipline knowledge basis in order to do work out your research or doing your job .
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Taking medical engineering for instance , this subject for its own consists of several other subjects : you need to have knowledge about medical parts and engineering aspects as well ."
