,label,sent
0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I disagree with the idea that it is more important for students to understand ideas and concepts than it is for them to learn fact .
1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are several reasons to explain my point .
2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","First of all , I believe that it is necessary for students to learn facts first , which will help them to grasp knowledge and make them get a sense of feeling of what they 've known about the world around them and help them to perceive their own ideas ."
3,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Ontology and epistemology are the basic elements for human beings to understand the world and the reality .
4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It is especially important for students to learn facts .
5,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Secondly , I think it is equally important for students to understand ideas and concepts and learn facts ."
6,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","As ideas and concepts are coming from the facts that heart , they are correlated with each other ."
7,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Students can not fully grasp the ideas or concepts if they lack basic knowledge of facts , on the contrary , facts are meaningless if ideas and concepts could not be understood ."
8,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For instance , the idea that hungry cats will more probably catch moving objectives like birds and mise than the ones that are full could be fully understood only if students got an idea that cats prefer mise and birds as their food , which is the common sense ."
9,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Thirdly , understanding facts will better enable students to grasp ideas and concepts and help them to put the idea and concepts into practice ."
10,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Take another example to illustrate this view , the fact that people will fail down easily on an icy road will help students better know the ideas that it should be careful to walk on an icy road , and the experiment that erosion will decrease the possibility of failing down and splitting salt water will increase the melting time of ice will make people carry these concepts out in reality so that the road will be much safer to walk on ."
11,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In short , it is in a rush to say that understanding ideas and concepts is more important for students than for them to learn facts ."
12,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","From the analysis above , we may conclude that understanding ideas and concepts and learning facts are interacting with each other and hold the idea of they are equally important will help us better understand the reality and the world around us ."
