,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Based on my experience I disagree with the statement .
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","From my point of view organized tour trips are more expensive , they lack of flexibility in order to arrange unexpected activities , and they loose the emotion of travelling to a different country and discover the real life and culture , two aspects you can not find out in the touristic scheduled tours ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",I have travelled twice with an organized tour guide .
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",In both passions the trip cost me much more than if I had organized it by myself .
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","It is true that you can get very good group discounts , however the hotels they take you are more expensive than the ones you can find by yourself for example in a guide book like ` Lonely Planet ' , through internet or friends references ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",The lack of flexibly in a tour guide is another reason that made me organize the trips by myself .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Organizing the trip by yourself , you can customized your routes , visiting only those places you are really interested in , without having to visit every single place the guide believes as interesting ."
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Finally and for me the most important reason , it is the discovery of the country 's culture ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Normally , the tour guide trip follows a route which takes the tourist to the most touristic places in the country , places plenty of foreigners and few local people ."
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Travelling alone , you can can decide to visit totally unknown places for foreigner where you can speak in a natural way with the locals , learning how the really live in a dailybasis ."
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",As I mentioned before my experienced made me organized trips by myself instead of hiring tour guides trips .
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","My economy , the flexibility of customize my routes and my interest for other cultures made me choose these trips as the best way to seize and enjoy a trip abroad"
12,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are many cars used today .
13,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I believe that there will be fewer cars in twenty years .
14,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The first reason that there will be fewer cars in twenty years is that the pollution issue is highly concerned by people .
15,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Organizations are now devote to raise people 's concern of the pollusion problem .
16,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Particles produced by cars are one of the main source of hair pollution .
17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","As the air pollutant will harm human beings and people are concern their health , they take the pollution problem serious ."
