,label,sent
0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I partially agree with the statement because I believe that it depends on the personal values and morals of the person in cause .
1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This opinion not only deals with young people but also with older people .
2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are some young people who have a great interest in the well being of their communities and therefore do the best to improve and make it advance to a better level .
3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","These young people have certain strong principles that they strongly believe in , taught at home from their parens or at school ."
4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",While there are others that can see clearly how their communities are degrading and do nothing at all about it .
5,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",These people have different idealogies than the people that do all that is in their hands to improve the communities .
6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",How do we expect these young ones to do anything for their communities if they blame them of their disgraces .
7,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Violence , corruption , sexual abuse , racism all these are factors that affect young peoples actions and opinions on their communities ."
8,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If older people where to set themselves as examples the young people that are being accused of doing nothing for their communities would react , but no older people are more busy corrupting and degrading the communities ."
9,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The young people that try their best to improve these communities are those that have strong faith and are very optimistic .
10,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","They have the will to undertake new projects to improve the community situations , while others have simply given up on humanity as a whole and simply try to live with their communities ; and their defects ."
11,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Overall it is a question of hope , principals , and faith in Teh idea that things can change to better if we try to change these things ."
12,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nowadays , young people usually use most of their time socializing with their buddies , having parties , go surfing , go skiing and have ."
13,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They enjoy their life so much .
14,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They think they have so much time to spend with .
15,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They do n't need to worry about getting old .
16,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Yet , most sophiscate older people find their ways of life ."
17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","They find their goal , their dream and they are keeping forward in their life ."
18,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Cause they had been young , they knew they made some wrong decision before ."
19,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They are willing to make it up for them and make a better life .
