,label,sent
0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","It 's such a common phenomenon , especially to the people who live in the prospers urban area , that large numbers of cars in the roads sometimes cause the heavy traffic disabled ."
1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","However , I can say with confidence , even someone may argues , that the trouble will disappears eventually ."
2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",My reasons goes as follows .
3,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Firstly , as we all know , the technology develops in such a rapid speed , that it 's a rule that the things which are not suitable for future will be replaced by others ."
4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The cars is a good example to this point , no doubt , the cars will be , or in near future , replaced due to their drawbacks , such as the toxin air that they release , the big noises the cars produce , as well as its consumption of the gasolines , all of these fatal factors demonstrate that the cars are not suitable for our future , both of enviroment and our people 's health ."
5,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In addition , it 's a fact that the price of gasoline increases in a much grater pace than anytime in history ."
6,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","However , the gasoline , which is the essential `` food '' of cars , is none - reproduced resource , which means that the future of cars has been determined , due to the limitation of its oil recourse , the number of car has to be dropped ."
7,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","And what 's more , just image what would be like if more and more people buy cars when accompanied by the quality of people 's live has become more and more better ."
8,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","It will be a disaster for us if everyone can afford to buy a car , and put it into effect ."
9,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Based on these reasons , in twenty years , there will be fewer cars in use , all of the factors contribute the useless of cars in future , the problem of replacement of car , it is only the problem of time , not the problem whether it will occur or not ."
10,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",whats is more important for the student ?
11,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",understand ideas and concepts or learn facts ?
12,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","so , which of these statement do toy agree with ?"
13,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","in my opinion , i think its better for the student to understand ideas and concepts more than learning facts , because when the student understand ideas and concepts this will help him or her to understand and learn facts clearly and better , for example , the earth goes around the sun and around its self , this is a fact , but the student should know what happen when the earth goes around the sun and around it self , so he should understand that when son goes around the som that will make the 4 seasons , and when the earth goes around it self this will make the day and the night ."
14,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","And i think if the student should just learn the facts , the student will stop studying and learning when he or she knows all the facts , because we all know that the facts are countable ."
