,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Although I do n't deny that some people prefer to travel with other people , I personally disagree with the idea that the best way to travel is in a group led by a tour guide as per the following reasons :"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","First , I can not control my schedule and select the place to visit in the travel with a group member by a tour guide ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Of course , the group type travel is the good way for someone like beginners of travel , such kind of controlled traveling is not interesting to me because I had a lot of experience with the travel not only in domestic but also in all over the world ."
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Second , in case I can travel just alone , it is possible for me to enjoy the scene and atmosphere without any disturbance by other people ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","However , if there is a guide or other traveling member , I could not enjoy the travel itself under the calm circumstance ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Not mentioned , some people has a purpose to be friends with others by travel , but I do not need such friends in travel ."
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Third , if I join the group type travel , I have to burden some unnecessary over head cost such as fee for a guide ."
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","On the other hand , in case of traveling just by myself , I can find some kind of discount tickets and cheaper hotels like Youth Hostel and enjoy such kind of cost saving travel with my knowledge and planning ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Lastly , if I join some group type travel , I believe that I have to see some unnecessary place or monument and buy some unnecessary gifts strongly recommended by the tour guide ."
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",I can not endure such kind of nuisance because what I would like to enjoy in a travel is the freedom from the daily controlled society .
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","In this regard , I strongly hope to be free from the control or compelled recommendation during my precious time using for travel ."
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","As a conclusion , I prefer to travel alone rather than with a group member led by a tour guide in accordance with the above - mentioned points although someone would like to trave with a goupmenber in terms of safety purpose or easiness of the travel schedule and planning control ."
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",The statement said that the best way to travel is in a group led by a tour guide .
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","I disagree with the statement because if you travel by a tour guide , we can not learn as much as individual travel ."
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","First , if we travel by a tour guide , we can not go everywhere we want to ."
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Because the tour guide has a plan and also we can not spend as much as we want in one place .
16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",We have to fallow the tour guider everytime .
17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Sometimes we can not go to the place that we want .
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we go travel by ourself , we can go to the place everywhere we want ."
19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Also we do not have to worry about time .
20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",But there is good things about the tour guide .
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",That is the tour guide explain that sometimes people do not know .
22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Second , if we travel by a tour guide , we depend to other people ."
23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Because we can not make a decision by ourself .
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",We always have to ask other people 's opinion .
25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","For example , if we want to go to the restroom , we have to ask the tour guide ."
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",And it will cause that everybody has to wait for them .
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Because we can not walk by individual .
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",This was real happen to me .
