,label,sent
0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The statement presented above is far too general to really capture the complexities of actual life .
1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",There are two main points I would like to discuss here .
2,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","First , factors other than age may explain why a person is happy or desperate with life ."
3,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Second , we need to look at what we really mean when we use the notion of `` enjoying one 's life '' ."
4,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",At all times in history are we confronted with unhappy young lives : Or do we think that the young British soldier in Iraq `` enjoys his life '' ?
5,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",He may be proud to serve a cause or proud to be able to live up to the challenge .
6,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But when we think of the deadly risk always present in the soldier 's mind , the old lady in her cozy house with her entire family around may look like the happiest person ."
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The term `` enjoy life '' is too much associated with a life animated by parties , travels around the world and the perspective of having one 's life before one ."
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","It is true that in most cases young people , given their physical strength , have more options to lead an eventful life , as long as they have some freedom and financial means ."
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","However , more eventful may not mean more enjoyable ."
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Can an old couple not also enjoy life , looking back at a fulfilled life and having the support by a loving family ?"
11,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In some countries in Africa , it is the eldest who have the say in the village and the respect of the young people is theirs ."
12,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In Chinese , there is a saying that goes exactly the other way round : If you drink tee , the first sips are as bitter as the young life ."
13,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","When you poor more water , the tee becomes as sweet as the adolescent life ."
14,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","And only when you add water for a second time your reach the balanced , slightly fragrant stage that resembles old age ."
15,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In the Buddhist tradition , this last stage is clearly the preferred and the symbol of this is the old , `` useless tree of happiness '' ."
16,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Maybe we people in the West should learn that every stage of life has its own happy moments , and experiences of sadness form part of the human condition ."
17,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Neither should young people be `` condemned '' to enjoy life , nor should old people always hear that their happy lives are over anyway ."
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",I agree with the opinion .
19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","These days , In Japan , Young people ( like elementary school 's , Junior high school 's , etc . )"
20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","have no time to communicate , to play , to exercise ."
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Because Government decided to do , Saturday is rest day ."
22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",And They said to all schools in Japan that It must have special class which is called `` social class '' .
23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","The class have propose to know human 's pride , role , and old Japan 's young people what to do play ."
24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","So , as a result five class decreased in a week ."
25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","I think it is important , too ."
26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Because Japan has a lot of nature , and there is no enough food and things ."
27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",So young people always play wild ground .
28,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",They love playing .
29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",And they thought a lot of things .
30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","For example , like baseball ."
31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","They like baseball , but they did n't have bat and balls ."
32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",So they use tree 's stick and ball which was made by sand and sox .
33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",They put into sand to sox .
34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Other point , they love wild nature ."
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","they often go to the forest , river , ocean and etc ."
36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",And they found new discovery every time .
37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","But These days , there are lots , lots of food and things ."
38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","So if A person hope something , Parents go to shopping and buy it at once ."
39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",So they do n't use their brain .
