,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I disagree with the statement , because for me is ever necessary to take some risks and try new things to have succes and not only when you know how to do well ."
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In fact for me , if you dont't try one thing , you do n't try another things because you do n't have the experience that the precedent thing can give to you ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example , if you do n't try to use a bicycle , you do n't learn to go whit it , and after you do n't learn to use a scooter , because is more difficult than use a bicycle ."
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But if you learn to go whit a bicycle , after you can use also the scooter ; so you can use both of them ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The Experiences that you try to do , help you for entire your life ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This is the main reason because i say that is important to take risks and try new things and new adventures .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",And for me also the worst experiences are important because also this experiences help you not to commit the same errors another times .
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In fact , for example , if you drink Mich alcohol before drive , and after you make ani incident , you learn that you do n't drink any alcohol before you drive for the next time ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So , in the end , to take succes , for me is important find to try the Highest numbers of thing you can do"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Young People Enjoy Life More than Older People Do
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","From my point of view , I belive the young and old people enjoy they life the same ."
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",There is time for everything and a moment .
12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","To understand peoples behaviors , we need to see , where are they come from , what are they like to do , social and personal interest ."
13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","For example ; I born in Costa Rica , small country where young and old people enjoy soccer , and dancing , and are no different from others people or cultures around the world ."
14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Younger people is more active and careless , they no have many responsibilities , so they use all they free or spare time , doing many things , such as : a )  -  sports , b )  -  travel , c )  -  dating , d )  -  working part time , e )  -  study. , hoping that something really works out for them and have some fun at the time ."
15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Many like my self , take some adventure and leave the country , try to find new horizons and adventures ."
16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Older people the still have fun , and they enjoy they life in they way , because usually older people have more responsibilities , such a family , childs , full time works or carries , they have less time to do what they really like , but that doesnt meant that they no enjoy they life ."
17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","The meaning of enjoy life is in everyone , we all enjoy our life in so many different ways , and as long we belive that is correct , is ok ."
18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Be young or old is depend in each person , some people young are like old people , and some old people are like young people ."
19,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Enjoy life is a present from God , and we need to be graceful just for be alive and see as much as we can of this work ."
20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Enjoy life is no matter to be young or old , enjoy life is live life ."
