,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",l am inclined to believe that young people enjoy life than older people because l think young people are the most energic and healthy than older people .
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Firstly , l convince that young people could made a lot of things to love life ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",For example l can go somewhere where l want. l could go to Christmas parties or clubs and l could go to Paris only Valentine Day .
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","But older people , for example my ground mother could not go such as this places owning to the fact that she is tired or she possesses healthy problems ."
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Secondly , young people more hopeful than older people. l definitely believe that having this hope improve young people to love life than older people ."
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Significantly young people have time and hope to finish university or find a good job and marry a good people .
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",However all older people almost made this life experiments and they wait to die .
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","For instance , l want to find a good job and than become a product manager or l desire to find a handsome boy to marry or take a new car ."
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",but my father have already done this things and he only wants to live healthy life .
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Thirdly , l am inclined to believe that older people sometimes a lot of healthy issues and this effected their life view point ."
