,label,sent
0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In terms of limited availability concerning natural resources , which is a common topic nowadays , this is quite an interesting question ."
1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In the following I will proceed by depicting several arguments and ideas , either supporting or speaking against this statement ."
2,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","As already mentioned shortly above , resources which are necessary for a car , such as gasoline , do only exist on to a certain time in the future ."
3,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Some specialists state that oil will be sufficient for at least another 50 years , others calculated only 15 years ."
4,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","With our todays technology , hardly any car will drive once these resources have been wasted ."
5,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Therefor , the number of cars may have declined significantly in 20 years ."
6,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A further point supporting the statement is the fact of growing environmental pollution .
7,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In order to save our planet , people will have to reduce emissions , for instance by driving around in car less often ."
8,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Instead people could rely on public transport .
9,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","On the other hand , there is a remarkable trend towards a growing number of cars in the world ."
10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Nations like China or India for example still have only a very low percentage of car owners among their inhabitants .
11,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","While economy and prosperity in these countries are growing rapidly , the number of cars is growing even faster ."
