,label,sent
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Some people believe that it is better to have broad knowledge of many academic subjects whereas others support to specialize in one subject .
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","In my opinion , notwithstanding a person should have knowledge of all related academic subjects , to specialize in one specific subject is most appropriate in compliance with this century ."
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",We are living in a century in which it is easy for everyone to reach information about nearly anything at anytime they wish .
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",However this knowledge is generally too surface based .
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Therefore the level of knowledge determines the difference between an academic person and non - academic person .
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","To specialize in one academic subject prevents a person from spreading his energy , effort and time to too many things at the same time and helps to contrate on that one subject whereas broad knowledge of many academic subjects shall only result with a lot of unnecessary , unclear and ambiguous knowledge which ends up with no contribution to academics at all ."
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",The areas that agrees to specialization has been increased by the development of technology .
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Science has been separated to much more branches than it was fifty years ago .
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",For example principles such as law and medicine encourages people to specialize in one specific subject since it is impossible to learn to a subject deeply with a surface based knowledge .
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Thus , i believe that considering the easiness and quickness at reaching information , it is better to specialize in one specific subject in order to draw a difference between academic and non academic ."
10,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","I believe people become richer because they work so hard , people work hard they can get more opportunities , not only they try new things , they must do a lot research about how to lower the risks ."
11,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","To set up a big company not a easy thing , a successful people in charge of all of the employee , all the boss had in his head are how to lower a risks , because if the boss can deal with the company , the employees might lose their job , the guy might not become a successful people ."
12,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","people only focus on what the successful people did , and forget to concentrate on what the people managing or marketing ."
13,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","A successful engineer do a research for long time , but they must study about engineering since he was in junior high school , but people only remember he created a new technique , even though people want to try new things , they still need a lot knowledge and experience ."
14,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","We can not only think about how much money the people earned , why they got a lot complements , we should start think about how much time they spend ."
15,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In addition , much people take risks to do their own business , they still can earned lots of money , become a famous person , but if they can not control the risks , they might fail in one day ."
16,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Lucky are not still with the same person .
17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In conclusion , successful people know how to do well because they spend a lot time , maybe they still get experience from failure , they learned many things before they successes ."
18,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The issue of whether or not to travel in a group led by a tour guide is controversial .
19,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Some people think that a guide is important to lead them to the most popular places .
20,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Others believe they can travel by themselves without the help of a guide .
