,label,sent
0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In my opinion , I agree with the statement that it is the best way to travel in a group which led by a tour guide ."
1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",And my reason is basic on following reasons .
2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Firstly , traveling with a tour group is safer than traveling alone , being taken by a tour guide , you can go to anywhere which have security guarantee , otherwise , it is dangerous for you to go to a strange city without someone taking you ."
3,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Secondly , a tour guide can tell you were to go and what to see , obviously , they know better than we do , being taken by a tour guide , you can make your trip worth , and you wo n't wast your money which you spend on this trip ."
4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Thirdly , if you go to a foreign country where the people speak foreign language that you ca n't understand , it will be very difficult for you to communicate with others when you want to buy something or ask fordirections , in that case you need a tour guide to help you ."
5,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In conclusion , it is better for us to have a tour guide and travel in group , because it s safer , and you can receive more help ."
6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","In my point of view , the mentioned statement must get a lot of support and I personally agree with the statement saying that products are made to seem much better by advertising than they really are ."
7,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I belive this speaking from a personal experience .
8,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Once I bought a set of roller pens .
9,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The specifications were that those pens wrote in a . but when I used them , they were not even . ."
10,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I think that the problem behind such an issue is the production company .
11,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Those companies try to make their products as attractive as they can in order to attract the most consumers .
12,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Those companies forget that once someone buys anything that does much less than it says , it will be returned to the retail selling agent , and the retail selling agent will in return return it to the company where many other items have been returned ."
13,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The result of this is that the name of the company will not be mush in the market , and will have no future product under the same name ."
14,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",It could be that what they were after is temporary profits .
15,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If this is the case , they succeeded ."
16,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So , exaggerating the product s description and the exaggeration in claiming that a certain product does certain things , while in reality does not leads the consumers to think about and try the product before they buy it ."
17,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I fully agree to that statement because of the following reasons .
18,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","First , an already successful person will accept a higher risk because he has a larger security if he fails ."
19,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",When the new thing produces loss he still has the gains of the successful working actions he did before .
20,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",So he has a lower risk than a person who could lose everything by experimenting with new things .
21,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Secondly , the hunger for success grows with the success one has ."
22,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A successful person knows there has to be more than the already achieved .
23,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The known old patterns will only provide the known old amount of success .
24,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But to increase it there have to be found new unknown and maybe also unfamiliar kinds of ways which mostly have a higher risk but also a higher possible gain than the conventional ones .
25,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",If someone has a risky character he will not stop at the first success but look for more the whole life .
26,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The third and i think most important argument deals with experience with fear of the future .
27,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",If a person were successful at least once in his or her life by taking a risk he or she has made an important step .
28,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",By crossing the border in one s own mind once the next time it will be easier because you get a kind of imagination what ist waiting for you on the other side .
29,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Of course there is no possible calculation with all risks , there will always be some one did not think about ."
30,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Despite of that the person knows how to deal with developments that can not be foreseen , so he or she has no or at least less fear of them ."
31,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","The arguments show , why success on a high level is not possible without risks at a high level and therefore i agree with the given statement ."
32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",In today s world it is an undeniable fact that having broad knowledge of many academic subjects has a crucial importance because people are in need of various informations about many subjects .
33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Today being professional in one subject is not enough to be succesful and to compete with other competitors .
34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Perhaps you can do your job perfectly but there are many people who want to have that job .
35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Therefore you should be more different and effective than the others and this is possible just having broad knowledge about various academic subjects .
36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","To begin with , it is a clear fact that world is so crowded and people have to compete to have good living conditions ."
37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",While their academic education process is continuing they should try to develop themselves in different fields because to be specialized in one subject is not enough to pass other competitors .
38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",For this reason if they want to be succesful they should take into consideration this difficulty .
39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","In addition to this , people live in an competing world and if they want to be in high class or if they want to have good living conditions they have to be powerful and of course they should have to enough equipments to fight and compete the other people ."
40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Namely the most important weapon in this competition is having broad knowledge in today s world .
41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",All things considered the obvious conclusion to be drawn is that the world and age has significantly changed .
42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",Although real weapons such as guns were the most powerful equipments to compete with other countries and people in various fields in the past .
43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Now people are in need of different things such as intelligence , ability and of course wide knowledge to show their difference from the other peoples ."
44,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","Competition is difficult person who has broad knowledge , is intelligent and powerful will win the praise of people and life ."
45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",I disagree that the trip which is led by a tour guide in a group is a best way to travel .
46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Surely , if we travel with a tour gude , we can enjoy a trip even if we can not speal english well because if we have a problem , a tour guide will help us to solve the problem ."
47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","In addition , we can go to famous place in a good way ."
48,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",It means that we can go many place without waste time .
49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","At the same time , we will be able to get a lot of knowledges about the place which we go from a tour guide ."
50,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we travel with tour guide , we will enjoy and we will be safe ."
51,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","However , if we travel with a tour guide in a group , we have to mind time anytime ."
52,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we have free time , we have to come back on time which a tour guide says ."
53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we want to look more , we can not do that if we travel with a tour guide ."
54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we have a place which we want to go , we can not go there if the place is not the place of course even if the place is very near the way of course ."
55,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we travel by ourselves , we do n't need mind time ."
56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",we can stay the place as we want .
57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Furthermore , we can make a plan the travel as we want ."
58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Therefore , we do n't need got to the place which we are not interested in and we can go to the place only we are interested in ."
59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","In my opinion , planning the trip is one of the enjoyments of trip ."
60,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","If we make a plan from first to finish , we may have some problem ."
61,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","However , if the trip is finish , we can get a lot of happiness ."
62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","Therefore , Disagree"
63,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I agree with this statement that Successful people try new things and take risks rather than only doing what they already know how to do well .
64,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Successful people are those who keep on doing experiments to make existing things less complicated and they are the ones who develop new things .
65,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",For example in earlyman s time people used to do travelling by carts .
66,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But nowadays we are able to travel overseas .
67,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","We use cars , aeroplanes , helicopters ."
68,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","If man had n't tried new things or man had n't used his innovative mind , he would n't been able to design new and fastest ways of transportation ."
69,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Moreover for success taking risk and doing new things is necessary .
70,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example in my family my mother is a house wife , my grandmother was also a housewife ."
71,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","But I want to be a scientist , so I am going against our conventional rules and regulations ."
72,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",I am trying new things which in our family nobody has tried like I am planning to go abroad to get a doctoral degree as my country is a developing one .
73,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","So , I personally believe in the above statement ."
74,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",We should always try new things and should give innovative things to this world .
75,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Making new technologies by taking risk is they key to success .
76,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example If nobody had tried going to moon , we wont be able to explore and know how does moon looks and what are the properties of moon ."
77,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But sometimes trying new things can be dangerous too .
78,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","For example Kaliana Charla famous astronaut of NASA , died when her spacecraft was coming back to the earth after doing some valuable discoveries ."
79,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",But in the long run Success goes to those people who keep on trying new things instead of sticking to old things .
80,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Well its a kind of statement that can be made just to encourage kids to learn more and new things in their life .
81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",But as the saying goes that All that glitters is not gold the same can be applied to successful people as well .
82,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","The fundamental cause of this problem is not in the people we talk about , but its within us ."
83,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",It is because we always measure a successful person only when his her work achieves more recognition fame and or money and that he she is really worth something which most of us are not .
84,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","Thus its very hard to judge and measure success in terms of money or fame or recognition , as for him its just a task he wanted to accomplish for himself ."
85,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Lets consider a sport say soccer .
86,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","We know that some of the players do play very well compared to rest of the players of that game , but in reality they only play those games which they practiced for years without having to gain success in other games ."
87,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",The very same way we can not just say the founder of Microsoft has been a very successful person as he did not do any thing apart from being in the business of providing software for computers .
88,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","I wonder how much of knowledge or expertise he would have in the area of mining , the same would be the case in the designer ware and clothing segment of business ."
89,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Interestingly there was an argument that Walmart or the other chain stores should be considered successful people .
90,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",I would opine against the people as well in terms of success as what they had been doing is that of selling .
91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","I definitely would have said some Peron successful if he would have achieved a good name and money in the area of selling , also gaining the same momentum in other areas such as manufacturing and in research ."
92,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Thus I would rather say that some people remain successful even when they try new things .
93,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Yes , I agree with the statement that Successful people try new things and take risks rather than only doing what they already know how to do well ."
94,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The Homo sapiens can be broadly classified into two categories .
95,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The first category consist of those people who are happy to live a risk - free normal life .
96,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","They like to get up in the morning , do the house chores and leave for the office , sit in a cubicle and spend hours days a week ."
97,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They want to enjoy the weekend with the family and LIVE HAPPILY EVER AFTER .
98,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The main characteristic of this category is that they want to live their life exactly in the same manner as their neighbour is living .
99,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The only example that comes to my mind for this category is the COMMON MAN .
100,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",This is what differentiates them from the other category of Homo sapiens .
101,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They make a contribution to the society as a WHOLE but their individual contribution is minimal .
102,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They will not be remembered because of the fact that they do what they are told to do .
103,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",The second category of Homo sapiens are those who actually make the world a better place to live in .
104,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","People in this category have the names like Albert Einstein , Thomas Edison , Mahatma Gandhi , Yuri Gagarin , and many others ."
105,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",What makes them special is the fact that they all were curious and excited to explore new areas in their field .
106,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Albert Einstein and Thomas Edison made a breakthrough in science , gave us gravity and electricity respectively ."
107,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Mahatma Gandhi created ripples in the political world through his approach of non - violence movements .
108,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Because Yuri Garin dared to enter into space , that we were able to think beyond the planet Earth ."
109,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",These people had some characteristics similar at root levels .
110,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",They were ready to work in a monotonous environment .
